,y,x,hr,spread,zScore,long entry,long exit,num units long,short entry,short exit,num units short,numUnits,transaction,positionSwitch,tradecosts,hr_memory,invest_memory,spreadmemory,spread pct ch,port rets,cum rets
2018-10-09 14:10:00,52.90663081,52.998000000000005,-0.98,0.968590810000002,1.4073396153267896,False,False,0.0,False,False,0.0,0.0,False,False,0.0,,,,,0.0,1.0
2018-10-09 14:15:00,52.95254321,53.04600000000001,-0.98,0.9674632099999982,-0.43253443123690133,False,False,0.0,False,True,0.0,0.0,False,False,0.0,,,,,0.0,1.0
2018-10-09 14:20:00,53.018325025,53.165,-0.98,0.9166250250000019,-0.5006307832089378,False,False,0.0,False,False,0.0,0.0,False,False,0.0,,,,,0.0,1.0
2018-10-09 14:25:00,53.0421904125,53.268950000000004,-0.979,0.8918883624999978,-2.187742698874154,True,False,1.0,False,False,0.0,1.0,True,False,0.0063,-0.979,105.1924924625,0.8918883624999978,,0.0,1.0
2018-10-09 14:30:00,53.01673946,53.29,-0.978,0.8991194600000014,-2.471561703705051,False,False,1.0,False,False,0.0,1.0,False,False,0.0,-0.979,105.1924924625,0.8458294599999974,-0.0004378535142745092,-0.0004378535142745092,0.9995621464857255
2018-10-09 14:35:00,53.003902260000004,53.29599999999999,-0.978,0.8804142600000091,-1.909382278972434,False,False,1.0,False,False,0.0,1.0,False,False,0.0,-0.979,105.1924924625,0.8271182600000131,-0.00017787581187559196,-0.00017787581187559196,0.9993842706738499
2018-10-09 14:40:00,52.978862029999995,53.29,-0.977,0.9145320299999966,-2.023852272954544,True,False,1.0,False,False,0.0,1.0,False,False,0.0,-0.979,105.1924924625,0.8079520299999956,-0.00018220150080434732,-0.00018220150080434732,0.9992020691730455
2018-10-09 14:45:00,52.948193030000006,53.306999999999995,-0.976,0.9205610300000089,-1.1262418201044968,False,False,1.0,False,False,0.0,1.0,False,False,0.0,-0.979,105.1924924625,0.7606400300000118,-0.0004497659375915067,-0.0004497659375915067,0.998752303235454
2018-10-09 14:50:00,52.95323227,53.327999999999996,-0.976,0.9051042700000096,-0.9296245422635293,False,False,1.0,False,False,0.0,1.0,False,False,0.0,-0.979,105.1924924625,0.7451202700000081,-0.0001475367646178389,-0.0001475367646178389,0.9986047664708362
2018-10-09 14:55:00,52.976019529999995,53.342999999999996,-0.975,0.9665945300000018,-1.1769021099698107,False,False,1.0,False,False,0.0,1.0,False,False,0.0,-0.979,105.1924924625,0.7532225300000022,7.70231773230623e-05,7.70231773230623e-05,0.9986817896481592
2018-10-09 15:00:00,52.982127,53.32,-0.975,0.9951269999999965,0.15938142271826147,False,True,0.0,False,False,0.0,0.0,True,False,0.0063,-0.979,105.1924924625,0.7818469999999991,0.0002721151417740313,0.00021222493618501661,0.9988940145843442
2018-10-10 13:40:00,52.97007258,53.281000000000006,-0.976,0.9678165799999974,0.7585966909149819,False,False,0.0,False,False,0.0,0.0,False,False,0.0,-0.979,105.1924924625,0.8079735799999952,0.0002483692456408899,0.0,0.9988940145843442
2018-10-10 13:45:00,52.95534618000001,53.2633,-0.976,0.970365380000004,0.16917154580158097,False,False,0.0,False,False,0.0,0.0,False,False,0.0,-0.979,105.1924924625,0.8105754800000042,2.473465490834898e-05,0.0,0.9988940145843442
2018-10-10 13:50:00,53.0837138,53.345,-0.976,1.018993799999997,0.2295150967899618,False,False,0.0,False,False,0.0,0.0,False,False,0.0,-0.979,105.1924924625,0.8589588000000035,0.0004599503145839744,0.0,0.9988940145843442
2018-10-10 13:55:00,53.117638,53.386,-0.976,1.0129019999999969,1.1969819841129898,False,False,0.0,False,False,0.0,0.0,False,False,0.0,-0.979,105.1924924625,0.8527440000000013,-5.9080261856307806e-05,-0.0,0.9988940145843442
2018-10-10 14:00:00,53.09187964,53.362,-0.976,1.0105676399999979,1.0504438395948812,False,False,0.0,False,False,0.0,0.0,False,False,0.0,-0.979,105.1924924625,0.8504816399999982,-2.150685801850008e-05,-0.0,0.9988940145843442
2018-10-10 14:05:00,53.11746054,53.395,-0.977,0.9505455400000002,0.9438547961882168,False,False,0.0,False,False,0.0,0.0,False,False,0.0,-0.979,105.1924924625,0.8437555400000036,-6.394087489078463e-05,-0.0,0.9988940145843442
